0,80
1,80
2,78
3,78
4,78
5,74
6,78
7,78
8,80
9,80
10,80
11,80
12,80
13,80
14,80
15,80
16,80
17,80
18,80
19,80
20,80
21,80
22,80
23,80
24,80
25,80
26,78
27,78
28,78
29,78
30,78
31,80
32,80
33,80
34,80
35,80
36,80
37,80
38,80
39,80
40,80
41,80
42,80
43,80
44,78
45,80
46,80
47,78
48,80
49,80
50,78
51,74
52,78
53,74
54,80
55,78
56,78
57,80
58,78
59,78
60,78
61,78
62,78
63,78
64,78
65,78
66,78
67,78
68,78
69,78
70,78
71,80
72,78
73,80
74,80
75,74
76,75
77,74
78,80
79,78
80,78
81,80
82,80
83,78
84,80
85,78
86,80
87,78
88,78
89,78
90,80
91,78
92,78
93,78
94,78
95,78
96,78
97,80
98,78
99,74
100,78
101,74
102,78
103,78
104,80
105,80
106,80
107,80
108,80
109,80
110,80
111,80
112,80
113,80
114,80
115,80
116,80
117,80
118,80
119,78
120,80
121,80
122,78
123,78
124,78
125,74
126,78
127,78
128,80
129,80
130,80
131,80
132,80
133,80
134,80
135,80
136,80
137,80
138,80
139,80
140,80
141,80
142,80
143,78
144,80
145,80
146,78
147,74
148,78
149,74
150,78
151,78
152,80
153,80
154,80
155,80
156,80
157,80
158,80
159,80
160,80
161,80
162,80
163,80
164,80
165,80
166,80
167,78
168,80
169,80
170,78
171,74
172,78
173,74
174,78
175,80
176,80
177,80
178,80
179,80
180,80
181,80
182,80
183,80
184,81
185,80
186,80
187,80
188,80
189,80
190,80
191,78
192,80
193,80
194,78
195,74
196,74
197,73
198,78
199,78
200,80
201,80
202,80
203,80
204,80
205,80
206,80
207,80
208,81
209,80
210,80
211,80
212,80
213,73
214,80
215,76
216,76
217,80
218,78
219,74
220,73
221,74
222,78
223,78
224,78
225,80
226,78
227,78
228,78
229,78
230,80
231,78
232,80
233,78
234,78
235,78
236,78
237,73
238,76
239,74
240,76
241,76
242,76
243,74
244,73
245,73
246,78
247,78
248,76
249,73
250,80
251,76
252,76
253,78
254,80
255,78
256,78
257,78
258,80
259,78
260,78
261,76
262,78
263,74
264,74
265,76
266,74
267,74
268,74
269,73
270,78
271,80
272,80
273,80
274,81
275,80
276,80
277,80
278,80
279,80
280,81
281,80
282,80
283,80
284,80
285,80
286,80
287,78
288,80
289,80
290,74
291,74
292,74
293,78
294,78
295,78
296,80
297,80
298,80
299,80
300,80
301,80
302,80
303,81
304,81
305,80
306,80
307,80
308,80
309,80
310,80
311,78
312,80
313,80
314,78
315,74
316,74
317,74
318,78
319,78
320,80
321,81
322,81
323,80
324,80
325,80
326,80
327,81
328,81
329,80
330,80
331,80
332,80
333,80
334,80
335,78
336,80
337,80
338,78
339,74
340,74
341,74
342,78
343,78
344,80
345,81
346,83
347,81
348,80
349,80
350,81
351,83
352,83
353,81
354,80
355,80
356,80
357,80
358,80
359,78
360,80
361,80
362,78
363,74
364,74
365,74
366,78
367,78
368,80
369,81
370,83
371,81
372,80
373,80
374,80
375,83
376,83
377,81
378,80
379,80
380,80
381,80
382,80
383,78
384,80
385,80
386,74
387,74
388,74
389,74
390,78
391,78
392,78
393,80
394,80
395,80
396,80
397,80
398,80
399,80
400,80
401,80
402,80
403,80
404,74
405,78
406,76
407,74
408,76
409,80
410,76
411,76
412,74
413,74
414,80
415,78
416,74
417,74
418,80
419,80
420,78
421,80
422,80
423,80
424,78
425,80
426,80
427,78
428,78
429,74
430,78
431,78
432,76
433,80
434,74
435,74
436,74
437,74
438,78
439,78
440,80
441,83
442,83
443,81
444,80
445,80
446,81
447,83
448,83
449,81
450,80
451,80
452,80
453,80
454,80
455,78
456,80
457,80
458,74
459,74
460,74
461,74
462,78
463,80
464,80
465,83
466,83
467,81
468,80
469,80
470,81
471,83
472,83
473,81
474,80
475,80
476,80
477,80
478,80
479,80
480,80
481,80
482,74
483,74
484,74
485,74
486,78
487,80
488,80
489,83
490,83
491,81
492,80
493,80
494,81
495,83
496,81
497,81
498,80
499,80
500,80
501,80
502,80
503,80
504,80
505,80
506,74
507,74
508,74
509,74
510,78
511,78
512,80
513,83
514,83
515,81
516,80
517,80
518,81
519,83
520,83
521,81
522,81
523,80
524,80
525,80
526,80
