0,99
1,94
2,98
3,97
4,98
5,99
6,97
7,96
8,88
9,99
10,95
11,97
12,97
13,94
14,97
15,97
16,99
17,100
18,101
19,99
20,96
21,99
22,99
23,99
24,98
25,99
26,98
27,99
28,100
29,99
30,99
31,99
32,99
33,99
34,99
35,96
36,96
37,95
38,96
39,98
40,100
41,100
42,100
43,96
44,96
45,99
46,99
47,96
48,98
49,96
50,98
51,96
52,99
53,95
54,97
55,96
56,99
57,97
58,98
59,96
60,98
61,97
62,97
63,96
64,98
65,100
66,99
67,99
68,88
69,99
70,99
71,99
72,100
73,96
74,100
75,99
76,99
77,99
78,99
79,99
80,99
81,99
82,100
83,95
84,99
85,99
86,100
87,98
88,100
89,99
90,99
91,99
92,92
93,96
94,96
95,96
96,96
97,94
98,94
99,84
100,86
101,94
102,97
103,96
104,96
105,94
106,96
107,94
108,92
109,93
110,96
111,94
112,94
113,98
114,98
115,98
116,100
117,98
118,98
119,100
120,98
121,98
122,98
123,100
124,98
125,98
126,99
127,100
128,98
129,98
130,98
131,95
132,94
133,98
134,101
135,100
136,98
137,99
138,99
139,99
140,99
141,97
142,98
143,94
144,94
145,96
146,98
147,85
148,86
149,87
150,88
151,88
152,90
153,86
154,90
155,86
156,98
157,96
158,86
159,97
160,96
161,99
162,98
163,98
164,100
165,98
166,100
167,100
168,98
169,99
170,99
171,99
172,99
173,99
174,98
175,100
176,99
177,99
178,98
179,94
180,99
181,98
182,100
183,98
184,98
185,98
186,98
187,97
188,98
189,98
190,96
191,97
192,90
193,95
194,89
195,87
196,87
197,90
198,98
199,96
200,98
201,95
202,90
203,85
204,90
205,97
206,97
207,96
208,96
209,99
210,99
211,99
212,93
213,99
214,100
215,100
216,99
217,99
218,99
219,100
220,99
221,99
222,100
223,99
224,99
225,99
226,99
227,95
228,100
229,98
230,101
231,100
232,100
233,100
234,100
235,94
236,95
237,97
238,95
239,95
240,96
241,91
242,96
243,85
244,98
245,94
246,96
247,96
248,98
249,96
250,96
251,96
252,96
253,94
254,94
255,96
256,98
257,98
258,100
259,99
260,96
261,99
262,100
263,99
264,99
265,98
266,99
267,98
268,99
269,99
270,99
271,99
272,99
273,99
274,100
275,95
276,100
277,99
278,99
279,95
280,100
281,98
282,99
283,97
284,96
285,98
286,97
287,96
288,94
289,89
290,95
291,96
292,98
293,96
294,101
295,96
296,99
297,94
298,90
299,98
300,100
301,94
302,97
303,96
304,95
305,100
306,99
307,99
308,91
309,99
310,99
311,98
312,100
313,100
314,99
315,99
316,99
317,100
318,99
319,99
320,100
321,100
322,99
323,95
324,95
325,99
326,101
327,95
328,98
329,98
330,98
331,96
332,96
333,97
334,98
335,95
336,94
337,92
338,98
339,96
340,98
341,96
342,100
343,98
344,100
345,98
346,100
347,98
348,98
349,94
350,98
351,96
352,97
353,100
354,100
355,99
356,96
357,99
358,99
359,98
360,100
361,100
362,101
363,100
364,99
365,100
366,100
367,99
368,100
369,99
370,99
371,95
372,97
373,99
374,100
375,98
376,98
377,100
378,100
379,98
380,96
381,98
382,98
383,96
384,98
385,91
386,98
387,97
388,98
389,95
390,98
391,96
392,98
393,94
394,99
395,95
396,98
397,97
398,97
399,95
400,96
401,100
402,100
403,100
404,96
405,98
406,100
407,98
408,98
409,100
410,100
411,100
412,99
413,99
